StoryID,First Ending Sent,S4E1CosSims,Second Ending Sent,S4E2CosSims,Correct Answer
138d5bfb-05cc-41e3-bf2c-fa85ebad14e2,He is happy now.,0.522550642490387,He joined a gang.,0.4725497364997864,1
bff9f820-9605-4875-b9af-fe6f14d04256,The brownies are so delicious Laverne eats two of them.,0.6859894394874573,Laverne doesn't go to her friend's party.,0.6939965486526489,1
e8f628d5-9f97-40ed-8611-fc0e774673c4,Sarah then decided to move to Europe.,0.5306866765022278,Sarah decided that she preferred her home over Europe.,0.6916195154190063,2
f5226bfe-9f26-4377-b05f-3d9568dbdec1,Gina liked the cookies so much she ate them all in one sitting.,0.5570861101150513,Gina gave the cookies away at her church.,0.5070143938064575,1
69ac9b05-b956-402f-9fff-1f926ef9176b,I was very proud of my performance.,0.820335328578949,I was very ashamed of my performance.,0.6192746162414551,1
d80cabdd-7a85-47e3-86be-5ce6591ca51e,Jim took time to decide what he would take a picture of.,0.6475211977958679,Jim took 20 more photos.,0.4529011845588684,1
58090d3f-8a91-4c89-83ef-2b4994de9d24,Ron is immediately fired for insubordination.,0.6976815462112427,His boss commends him for a job well done.,0.6069905757904053,2
e17053ac-2046-48c8-a7a2-7b9509c10e64,"In Vegas, John and Billy competed against eighty contestants.",0.6350459456443787,John and Billy were disappointed.,0.33395394682884216,1
69b26ae4-b778-4cd1-9f13-27d28fd4430e,But she gave up.,0.5841472744941711,"Later, she passed the test.",0.5508781671524048,2
1f7d9fa2-2191-49de-bdd1-7d307293b9e0,Eventually Trish grudgingly came to accept nature.,0.62347412109375,The fish had very interesting mating habits.,0.5546501278877258,1
a7905e16-15be-433f-bdef-b488a83e4582,Tony enjoyed going on the cruise.,0.6732953786849976,Tony was scared of the ocean.,0.62200528383255,1
52dbbfda-5b42-4ace-8d59-55cee3eb30c0,Ignacio gave up swimming.,0.5221338272094727,Ignacio won a silver medal.,0.5767264366149902,2
1edf348d-6fce-4ea3-937c-28ade02f28b8,Danny decided to go to sleep.,0.4031559228897095,They prepared for the start of the race.,0.6585938334465027,2
0fe46de6-6ee3-4932-a578-268917372566,Mary disliked Pandas.,0.4795359969139099,Mary couldn't wait to present her report.,0.4775441884994507,2
625d1e13-8bd3-40b3-ac45-0b16a549fc69,Ellen ended up winning the prize.,0.5810286402702332,Ellen had to pay a replacement fee for her library card.,0.32414475083351135,1
aa615e4f-83c1-4b65-96a4-6a989d253a52,"Jesse went to the park with his new friend, Roger.",0.5378513336181641,Jesse was picked on by the other boys in school.,0.5416395664215088,2
fa0d318c-d286-4c8e-adda-c2590f100f02,Tiffany went in to work the next day.,0.6577092409133911,She was in pain but happy to not have to go to work.,0.645749568939209,2
501c6884-8885-4df3-ae8c-f3f9328fde54,But she didn't want her phone anymore.,0.4734356999397278,She found her phone in the car.,0.6732667684555054,2
8d9f72c4-7f31-4e86-8511-e921fd8f78bb,Alice called her mother and apologized profusely.,0.5197525024414062,Alice messaged a cute guy she saw on Tinder.,0.41267129778862,1
ba87797c-dc31-402b-8740-d30c093d4df7,Ted continues to watch several movies a week.,0.6972411870956421,He decides to stop watching movies.,0.6223880052566528,1
384621a9-d9b6-436d-8914-61a93d916015,She loved it so much she planned a trip for the next week.,0.5074504017829895,She was shot and vowed to never go there again.,0.6312457323074341,1
f531b039-67a6-4797-989d-24f716ed4073,Javier decides to get a smartphone.,0.5973728895187378,But then he misses his old phone.,0.6510610580444336,2
60facd71-c194-427a-9127-471d5844785e,Rachel broke down in tears.,0.4887039065361023,Rachel started moonwalking with excitement.,0.6831905841827393,1
d4aff04b-ba93-4cff-8b35-7eb10dd9e23f,Ron started collecting bottle caps.,0.5637413859367371,Ron applauded the officer's performance.,0.4536935091018677,2
8db8ec1c-1d94-4f9d-b71d-3b533e30a1c5,Sam went on a diet.,0.6597610712051392,Sam was happy.,0.6567839980125427,1
696b1a71-b684-45ec-8435-7b48274ee411,Larry loved going to the hospital.,0.4785653352737427,Larry became careful.,0.46683281660079956,2
1d14ed7d-5a05-476b-bfab-3e3568a0dd6b,Soon we were boyfriend and girlfriend and thinking of marriage.,0.6177182197570801,We broke up right away.,0.5873862504959106,1
9f32f9ef-0b7b-461b-953f-3d7da39bac87,Sammy was not that into coffee.,0.633684515953064,It worked for Sammy.,0.5045688152313232,2
3972aeda-e5f8-4776-abbb-8566bf38930a,Jared swerved quickly and managed to avoid a collision.,0.6335593461990356,Jared decided to accelerate.,0.6024649143218994,1
411b9523-5254-41ff-b740-e039d0423201,Joe thought about working in the garden as he ate the yummy soup.,0.6083590984344482,Joe dumped the pot outside because he hated soup.,0.6409633755683899,1
